Division,Event_Unique_Id,Homicide_Type,Hood_ID,Neighbourhood,ObjectId,Occurrence_Date,Occurrence_year,_id,geometry
D13,2226971,Shooting,107,Oakwood Village (107),679,2007-07-21T00:00:00,2007,679,"{'type': 'Point', 'coordinates': (-79.44026354, 43.69233822)}"
D31,2162156,Shooting,25,Glenfield-Jane Heights (25),680,2007-07-22T00:00:00,2007,680,"{'type': 'Point', 'coordinates': (-79.50500677, 43.74012808)}"
D51,2096282,Shooting,74,North St.James Town (74),681,2007-07-22T00:00:00,2007,681,"{'type': 'Point', 'coordinates': (-79.37575001, 43.6696557)}"
D52,2253925,Shooting,77,Waterfront Communities-The Island (77),682,2007-07-22T00:00:00,2007,682,"{'type': 'Point', 'coordinates': (-79.38864414, 43.64819947)}"
D42,2314144,Shooting,131,Rouge (131),683,2007-07-28T00:00:00,2007,683,"{'type': 'Point', 'coordinates': (-79.21186684, 43.81843996)}"
D11,2133216,Other,90,Junction Area (90),684,2007-07-28T00:00:00,2007,684,"{'type': 'Point', 'coordinates': (-79.46451935, 43.66540489)}"
D23,2177286,Shooting,1,West Humber-Clairville (1),685,2007-07-30T00:00:00,2007,685,"{'type': 'Point', 'coordinates': (-79.59350023, 43.73377335)}"
D43,2344083,Stabbing,138,Eglinton East (138),686,2007-07-29T00:00:00,2007,686,"{'type': 'Point', 'coordinates': (-79.23832126, 43.73885196)}"
D51,2082431,Shooting,72,Regent Park (72),687,2007-08-04T00:00:00,2007,687,"{'type': 'Point', 'coordinates': (-79.3622939, 43.66297124)}"
D14,2187991,Stabbing,82,Niagara (82),688,2007-08-09T00:00:00,2007,688,"{'type': 'Point', 'coordinates': (-79.41121981, 43.6457475)}"
D53,2383826,Stabbing,55,Thorncliffe Park (55),689,2007-08-22T00:00:00,2007,689,"{'type': 'Point', 'coordinates': (-79.34658826, 43.70321193)}"
D22,2425942,Stabbing,14,Islington-City Centre West (14),690,2007-02-22T00:00:00,2007,690,"{'type': 'Point', 'coordinates': (-79.55565294, 43.64152153)}"
D11,2077377,Shooting,121,Oakridge (121),691,2007-08-26T00:00:00,2007,691,"{'type': 'Point', 'coordinates': (-79.28404001, 43.69394269)}"
D41,2421599,Other,123,Cliffcrest (123),692,2007-08-22T00:00:00,2007,692,"{'type': 'Point', 'coordinates': (-79.22908163, 43.72798391)}"
D42,2442324,Other,129,Agincourt North (129),693,2007-08-31T00:00:00,2007,693,"{'type': 'Point', 'coordinates': (-79.28336, 43.80508706)}"
D41,2265196,Stabbing,126,Dorset Park (126),694,2007-09-11T00:00:00,2007,694,"{'type': 'Point', 'coordinates': (-79.28140174, 43.74817775)}"
D13,2479780,Other,107,Oakwood Village (107),695,2007-09-07T00:00:00,2007,695,"{'type': 'Point', 'coordinates': (-79.44147728, 43.68305258)}"
D31,2426042,Shooting,24,Black Creek (24),696,2007-08-16T00:00:00,2007,696,"{'type': 'Point', 'coordinates': (-79.52036423, 43.76882728)}"
D31,2373579,Other,113,Weston (113),697,2007-09-11T00:00:00,2007,697,"{'type': 'Point', 'coordinates': (-79.5047929, 43.70664667)}"
D52,2304687,Shooting,76,Bay Street Corridor (76),698,2007-09-19T00:00:00,2007,698,"{'type': 'Point', 'coordinates': (-79.38207764, 43.65909609)}"
D33,2430194,Other,45,Parkwoods-Donalda (45),699,2007-09-25T00:00:00,2007,699,"{'type': 'Point', 'coordinates': (-79.34460872, 43.76463793)}"
D31,2373602,Shooting,25,Glenfield-Jane Heights (25),700,2007-09-28T00:00:00,2007,700,"{'type': 'Point', 'coordinates': (-79.51703417, 43.75485496)}"
D31,2539175,Stabbing,26,Downsview-Roding-CFB (26),701,2007-10-02T00:00:00,2007,701,"{'type': 'Point', 'coordinates': (-79.49073588, 43.73737227)}"
D12,2432106,Shooting,111,Rockcliffe-Smythe (111),702,2007-10-06T00:00:00,2007,702,"{'type': 'Point', 'coordinates': (-79.48835408, 43.67138165)}"
D13,2424127,Shooting,94,Wychwood (94),703,2007-10-08T00:00:00,2007,703,"{'type': 'Point', 'coordinates': (-79.43125439, 43.68052668)}"
D31,1902459,Shooting,25,Glenfield-Jane Heights (25),704,2007-10-09T00:00:00,2007,704,"{'type': 'Point', 'coordinates': (-79.51134996, 43.75013528)}"
D41,2421605,Shooting,119,Wexford/Maryvale (119),705,2007-10-14T00:00:00,2007,705,"{'type': 'Point', 'coordinates': (-79.31011238, 43.75702327)}"
D33,2538165,Other,48,Hillcrest Village (48),706,2007-10-18T00:00:00,2007,706,"{'type': 'Point', 'coordinates': (-79.36184545, 43.809081420000005)}"
D55,2371208,Shooting,68,North Riverdale (68),707,2007-10-21T00:00:00,2007,707,"{'type': 'Point', 'coordinates': (-79.35287062, 43.6661603)}"
D22,2404032,Shooting,14,Islington-City Centre West (14),708,2007-10-27T00:00:00,2007,708,"{'type': 'Point', 'coordinates': (-79.53051737, 43.6467751)}"
D41,2357094,Other,120,Clairlea-Birchmount (120),709,2007-09-01T00:00:00,2007,709,"{'type': 'Point', 'coordinates': (-79.2873979, 43.70793718)}"
D31,2345705,Stabbing,25,Glenfield-Jane Heights (25),710,2007-11-03T00:00:00,2007,710,"{'type': 'Point', 'coordinates': (-79.5156441, 43.74914839)}"
D51,2403226,Shooting,73,Moss Park (73),711,2007-11-06T00:00:00,2007,711,"{'type': 'Point', 'coordinates': (-79.36691319, 43.65649967)}"
D42,2528917,Shooting,118,Tam O'Shanter-Sullivan (118),712,2007-11-23T00:00:00,2007,712,"{'type': 'Point', 'coordinates': (-79.2993063, 43.78359438)}"
D42,2507368,Shooting,132,Malvern (132),713,2007-11-23T00:00:00,2007,713,"{'type': 'Point', 'coordinates': (-79.23488971, 43.79466058)}"
D54,2424731,Stabbing,54,O'Connor-Parkview (54),714,2007-11-23T00:00:00,2007,714,"{'type': 'Point', 'coordinates': (-79.30891403, 43.71052522)}"
D31,2345729,Shooting,24,Black Creek (24),715,2007-11-25T00:00:00,2007,715,"{'type': 'Point', 'coordinates': (-79.51472666, 43.76721178)}"
D43,2370103,Shooting,135,Morningside (135),716,2007-11-28T00:00:00,2007,716,"{'type': 'Point', 'coordinates': (-79.1953916, 43.78482868)}"
D42,2101272,Shooting,132,Malvern (132),717,2007-12-02T00:00:00,2007,717,"{'type': 'Point', 'coordinates': (-79.21239596, 43.81207934)}"
D42,2311686,Shooting,131,Rouge (131),718,2007-12-14T00:00:00,2007,718,"{'type': 'Point', 'coordinates': (-79.2109762, 43.81790576000001)}"
D51,2428698,Shooting,72,Regent Park (72),719,2007-12-23T00:00:00,2007,719,"{'type': 'Point', 'coordinates': (-79.35946503, 43.65830111)}"
D23,2446147,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),720,2007-12-25T00:00:00,2007,720,"{'type': 'Point', 'coordinates': (-79.58705964000002, 43.75362093)}"
D43,3098346,Stabbing,127,Bendale (127),721,2007-12-01T00:00:00,2007,721,"{'type': 'Point', 'coordinates': (-79.25350865, 43.77439543)}"
D51,3654724,Other,77,Waterfront Communities-The Island (77),722,2007-02-11T00:00:00,2007,722,"{'type': 'Point', 'coordinates': (-79.36896015, 43.64393833)}"
D54,2586541,Stabbing,54,O'Connor-Parkview (54),723,2008-01-01T00:00:00,2008,723,"{'type': 'Point', 'coordinates': (-79.31696646, 43.70894517)}"
D51,2601995,Shooting,76,Bay Street Corridor (76),724,2008-01-12T00:00:00,2008,724,"{'type': 'Point', 'coordinates': (-79.38638506, 43.669368250000005)}"
D55,2532076,Shooting,70,South Riverdale (70),725,2008-01-17T00:00:00,2008,725,"{'type': 'Point', 'coordinates': (-79.34941789, 43.66615064)}"
D31,2605959,Shooting,26,Downsview-Roding-CFB (26),726,2008-01-22T00:00:00,2008,726,"{'type': 'Point', 'coordinates': (-79.50956735, 43.72489471)}"
D43,2520381,Shooting,138,Eglinton East (138),727,2008-02-01T00:00:00,2008,727,"{'type': 'Point', 'coordinates': (-79.24468, 43.74478793)}"
D42,1786165,Shooting,131,Rouge (131),728,2006-07-12T00:00:00,2006,728,"{'type': 'Point', 'coordinates': (-79.22641494, 43.82981059)}"
D42,2816710,Shooting,131,Rouge (131),729,2008-07-19T00:00:00,2008,729,"{'type': 'Point', 'coordinates': (-79.15273955, 43.79785667)}"
D41,4140412,Other,120,Clairlea-Birchmount (120),730,2011-10-17T00:00:00,2011,730,"{'type': 'Point', 'coordinates': (-79.26333028, 43.71256066)}"
D42,GO-20173043943,Shooting,131,Rouge (131),731,2017-11-21T00:00:00,2017,731,"{'type': 'Point', 'coordinates': (-79.20173504, 43.81334035)}"
D22,2786692,Shooting,20,Alderwood (20),732,2008-07-20T00:00:00,2008,732,"{'type': 'Point', 'coordinates': (-79.54594187, 43.60628928)}"
D14,3405116,Other,84,Little Portugal (84),733,2011-10-07T00:00:00,2011,733,"{'type': 'Point', 'coordinates': (-79.42281418, 43.64123734)}"
D22,2786692,Shooting,20,Alderwood (20),734,2008-07-20T00:00:00,2008,734,"{'type': 'Point', 'coordinates': (-79.54594187, 43.60628928)}"
D43,GO-20173121720,Shooting,139,Scarborough Village (139),735,2017-12-04T00:00:00,2017,735,"{'type': 'Point', 'coordinates': (-79.22319102, 43.74046355)}"
D31,4913786,Shooting,21,Humber Summit (21),736,2013-02-24T00:00:00,2013,736,"{'type': 'Point', 'coordinates': (-79.54226798, 43.76845195)}"
D22,2786692,Shooting,20,Alderwood (20),737,2008-07-20T00:00:00,2008,737,"{'type': 'Point', 'coordinates': (-79.54594187, 43.60628928)}"
D51,GO-20173095559,Other,75,Church-Yonge Corridor (75),738,2017-11-29T00:00:00,2017,738,"{'type': 'Point', 'coordinates': (-79.38137353, 43.66683138)}"
D32,5000885,Shooting,51,Willowdale East (51),739,2013-06-16T00:00:00,2013,739,"{'type': 'Point', 'coordinates': (-79.41076788, 43.76972877)}"
D23,2446147,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),740,2007-12-25T00:00:00,2007,740,"{'type': 'Point', 'coordinates': (-79.58705964000002, 43.75362093)}"
D43,GO-20173140530,Other,133,Centennial Scarborough (133),741,2017-12-06T00:00:00,2017,741,"{'type': 'Point', 'coordinates': (-79.15050025, 43.77645831)}"
D23,GO-20131032372,Shooting,2,Mount Olive-Silverstone-Jamestown (2),742,2013-11-24T00:00:00,2013,742,"{'type': 'Point', 'coordinates': (-79.58578825, 43.75097753)}"
D42,2064605,Stabbing,131,Rouge (131),743,2007-06-25T00:00:00,2007,743,"{'type': 'Point', 'coordinates': (-79.21787789, 43.82286837)}"
D51,GO-20172057548,Shooting,73,Moss Park (73),744,2017-11-13T00:00:00,2017,744,"{'type': 'Point', 'coordinates': (-79.36597615, 43.65944077)}"
D12,3386271,Other,111,Rockcliffe-Smythe (111),745,2009-05-20T00:00:00,2009,745,"{'type': 'Point', 'coordinates': (-79.4824201, 43.68373474)}"
D42,2122523,Shooting,131,Rouge (131),746,2007-07-04T00:00:00,2007,746,"{'type': 'Point', 'coordinates': (-79.15380976, 43.79764408)}"
D42,GO-20173181653,Other,132,Malvern (132),747,2017-12-12T00:00:00,2017,747,"{'type': 'Point', 'coordinates': (-79.21116678, 43.81185502)}"
D53,GO-20143392120,Stabbing,55,Thorncliffe Park (55),748,2014-11-29T00:00:00,2014,748,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D31,2773144,Shooting,23,Pelmo Park-Humberlea (23),749,2008-07-26T00:00:00,2008,749,"{'type': 'Point', 'coordinates': (-79.51052201, 43.71474137)}"
D51,GO-20173205177,Shooting,77,Waterfront Communities-The Island (77),750,2017-12-16T00:00:00,2017,750,"{'type': 'Point', 'coordinates': (-79.37074933, 43.64783612)}"
D53,GO-20143392120,Stabbing,55,Thorncliffe Park (55),751,2014-11-29T00:00:00,2014,751,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D12,2605554,Shooting,110,Keelesdale-Eglinton West (110),752,2008-07-27T00:00:00,2008,752,"{'type': 'Point', 'coordinates': (-79.47714236, 43.68967013)}"
D23,GO-201817532,Other,7,Willowridge-Martingrove-Richview (7),753,2018-01-03T00:00:00,2018,753,"{'type': 'Point', 'coordinates': (-79.56316615, 43.6814985)}"
D53,GO-20143392120,Stabbing,55,Thorncliffe Park (55),754,2014-11-29T00:00:00,2014,754,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D51,2869738,Stabbing,73,Moss Park (73),755,2008-08-02T00:00:00,2008,755,"{'type': 'Point', 'coordinates': (-79.37008264, 43.656162280000004)}"
D23,GO-201854152,Shooting,8,Humber Heights-Westmount (8),756,2018-01-09T00:00:00,2018,756,"{'type': 'Point', 'coordinates': (-79.5173064, 43.69461525)}"
D52,GO-20143310199,Shooting,76,Bay Street Corridor (76),757,2014-11-16T00:00:00,2014,757,"{'type': 'Point', 'coordinates': (-79.38601979, 43.65524051)}"
D14,2761191,Other,86,Roncesvalles (86),758,2008-08-03T00:00:00,2008,758,"{'type': 'Point', 'coordinates': (-79.43532226, 43.64420447)}"
D31,152518,Stabbing,26,Downsview-Roding-CFB (26),759,2004-02-20T00:00:00,2004,759,"{'type': 'Point', 'coordinates': (-79.50859475, 43.72091645)}"
D51,GO-20143420091,Stabbing,71,Cabbagetown-South St.James Town (71),760,2014-12-01T00:00:00,2014,760,"{'type': 'Point', 'coordinates': (-79.37373773, 43.66729501)}"
D55,2919665,Stabbing,64,Woodbine Corridor (64),761,2008-08-03T00:00:00,2008,761,"{'type': 'Point', 'coordinates': (-79.3132025, 43.67017932)}"
D22,GO-2018113424,Shooting,11,Eringate-Centennial-West Deane (11),762,2018-01-19T00:00:00,2018,762,"{'type': 'Point', 'coordinates': (-79.56837973, 43.65939746)}"
D41,GO-20143423102,Stabbing,127,Bendale (127),763,2014-12-04T00:00:00,2014,763,"{'type': 'Point', 'coordinates': (-79.25478482, 43.74552239)}"
D42,2756711,Shooting,128,Agincourt South-Malvern West (128),764,2008-08-10T00:00:00,2008,764,"{'type': 'Point', 'coordinates': (-79.25723979, 43.78739130000001)}"
D22,GO-2018113424,Shooting,11,Eringate-Centennial-West Deane (11),765,2018-01-19T00:00:00,2018,765,"{'type': 'Point', 'coordinates': (-79.56837973, 43.65939746)}"
D11,GO-20143455828,Stabbing,88,High Park North (88),766,2014-12-09T00:00:00,2014,766,"{'type': 'Point', 'coordinates': (-79.46818422, 43.65633298)}"
D32,2891170,Shooting,37,Willowdale West (37),767,2008-08-24T00:00:00,2008,767,"{'type': 'Point', 'coordinates': (-79.43873547, 43.76446008)}"
D51,GO-2018183793,Stabbing,76,Bay Street Corridor (76),768,2018-01-29T00:00:00,2018,768,"{'type': 'Point', 'coordinates': (-79.38411783, 43.66390399)}"
D14,GO-20143536404,Other,84,Little Portugal (84),769,2014-12-15T00:00:00,2014,769,"{'type': 'Point', 'coordinates': (-79.42433577, 43.64309601)}"
D42,2928965,Shooting,132,Malvern (132),770,2008-08-26T00:00:00,2008,770,"{'type': 'Point', 'coordinates': (-79.22664531, 43.8051811)}"
D53,GO-2018104863,Other,55,Thorncliffe Park (55),771,2017-12-31T00:00:00,2017,771,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D51,GO-201555992,Stabbing,75,Church-Yonge Corridor (75),772,2015-01-10T00:00:00,2015,772,"{'type': 'Point', 'coordinates': (-79.37667701, 43.66241871)}"
D23,2597314,Other,1,West Humber-Clairville (1),773,2008-05-28T00:00:00,2008,773,"{'type': 'Point', 'coordinates': (-79.59257596, 43.71653266)}"
D51,2986087,Other,77,Waterfront Communities-The Island (77),774,2008-08-22T00:00:00,2008,774,"{'type': 'Point', 'coordinates': (-79.35614371, 43.64920871)}"
D33,2881742,Stabbing,52,Bayview Village (52),775,2008-09-02T00:00:00,2008,775,"{'type': 'Point', 'coordinates': (-79.37913184, 43.76594753)}"
D12,2406153,Shooting,110,Keelesdale-Eglinton West (110),776,2008-09-08T00:00:00,2008,776,"{'type': 'Point', 'coordinates': (-79.46939587, 43.69142738)}"
D31,2386684,Stabbing,22,Humbermede (22),777,2008-09-08T00:00:00,2008,777,"{'type': 'Point', 'coordinates': (-79.54234005, 43.752091)}"
D31,2922744,Shooting,29,Maple Leaf (29),778,2008-09-09T00:00:00,2008,778,"{'type': 'Point', 'coordinates': (-79.48127397, 43.72273162)}"
D31,2747960,Shooting,24,Black Creek (24),779,2008-09-16T00:00:00,2008,779,"{'type': 'Point', 'coordinates': (-79.5187813, 43.76191810000001)}"
D42,2909162,Stabbing,118,Tam O'Shanter-Sullivan (118),780,2008-09-16T00:00:00,2008,780,"{'type': 'Point', 'coordinates': (-79.2873864, 43.78173374)}"
D31,2954481,Shooting,25,Glenfield-Jane Heights (25),781,2008-09-22T00:00:00,2008,781,"{'type': 'Point', 'coordinates': (-79.51414941, 43.7554738)}"
D22,2395868,Shooting,9,Edenbridge-Humber Valley (9),782,2008-10-03T00:00:00,2008,782,"{'type': 'Point', 'coordinates': (-79.51141912, 43.68396393)}"
D31,2875476,Other,26,Downsview-Roding-CFB (26),783,2008-09-24T00:00:00,2008,783,"{'type': 'Point', 'coordinates': (-79.4901831, 43.73471251000001)}"
D31,3044970,Shooting,26,Downsview-Roding-CFB (26),784,2008-10-09T00:00:00,2008,784,"{'type': 'Point', 'coordinates': (-79.51410965, 43.72063505)}"
D14,2386395,Other,82,Niagara (82),785,2008-10-11T00:00:00,2008,785,"{'type': 'Point', 'coordinates': (-79.39948839, 43.63339968)}"
D42,2897918,Stabbing,131,Rouge (131),786,2008-10-13T00:00:00,2008,786,"{'type': 'Point', 'coordinates': (-79.16673861, 43.8075542)}"
D42,2897918,Stabbing,131,Rouge (131),787,2008-10-13T00:00:00,2008,787,"{'type': 'Point', 'coordinates': (-79.16673861, 43.8075542)}"
D43,2823465,Shooting,139,Scarborough Village (139),788,2008-10-14T00:00:00,2008,788,"{'type': 'Point', 'coordinates': (-79.22512248, 43.7417914)}"
D55,2440245,Shooting,70,South Riverdale (70),789,2008-10-25T00:00:00,2008,789,"{'type': 'Point', 'coordinates': (-79.33018425, 43.663238750000005)}"
D32,3023273,Shooting,33,Clanton Park (33),790,2008-10-25T00:00:00,2008,790,"{'type': 'Point', 'coordinates': (-79.44008342, 43.75409356)}"
D14,2373236,Other,78,Kensington-Chinatown (78),791,2008-08-28T00:00:00,2008,791,"{'type': 'Point', 'coordinates': (-79.40110737, 43.65227394000001)}"
D43,2863291,Stabbing,135,Morningside (135),792,2008-11-18T00:00:00,2008,792,"{'type': 'Point', 'coordinates': (-79.21790293, 43.77080779)}"
D43,2863291,Stabbing,135,Morningside (135),793,2008-11-18T00:00:00,2008,793,"{'type': 'Point', 'coordinates': (-79.21790293, 43.77080779)}"
D43,2863291,Stabbing,135,Morningside (135),794,2008-11-18T00:00:00,2008,794,"{'type': 'Point', 'coordinates': (-79.21790293, 43.77080779)}"
D22,2739826,Other,13,Etobicoke West Mall (13),795,2008-11-23T00:00:00,2008,795,"{'type': 'Point', 'coordinates': (-79.57217757, 43.6523955)}"
D33,3049956,Shooting,43,Victoria Village (43),796,2008-11-26T00:00:00,2008,796,"{'type': 'Point', 'coordinates': (-79.30975281, 43.74214362)}"
D22,2439136,Stabbing,18,New Toronto (18),797,2008-12-03T00:00:00,2008,797,"{'type': 'Point', 'coordinates': (-79.50886163, 43.60153841)}"
D12,2873166,Stabbing,112,Beechborough-Greenbrook (112),798,2008-12-06T00:00:00,2008,798,"{'type': 'Point', 'coordinates': (-79.47089462, 43.69660081)}"
D41,3103211,Other,119,Wexford/Maryvale (119),799,2008-12-25T00:00:00,2008,799,"{'type': 'Point', 'coordinates': (-79.27886224, 43.73286173)}"
D31,3148206,Shooting,21,Humber Summit (21),800,2009-01-03T00:00:00,2009,800,"{'type': 'Point', 'coordinates': (-79.5529431, 43.75144038)}"
D33,3100835,Shooting,42,Banbury-Don Mills (42),801,2009-01-04T00:00:00,2009,801,"{'type': 'Point', 'coordinates': (-79.35523422000001, 43.74094056)}"
D54,3118823,Other,44,Flemingdon Park (44),802,2009-01-06T00:00:00,2009,802,"{'type': 'Point', 'coordinates': (-79.32651088, 43.71774082)}"
D12,3167296,Stabbing,91,Weston-Pellam Park (91),803,2009-01-16T00:00:00,2009,803,"{'type': 'Point', 'coordinates': (-79.46065807000001, 43.67068681)}"
D12,3043662,Shooting,110,Keelesdale-Eglinton West (110),804,2009-01-20T00:00:00,2009,804,"{'type': 'Point', 'coordinates': (-79.47431999, 43.68851935)}"
D12,3065148,Shooting,113,Weston (113),805,2009-02-01T00:00:00,2009,805,"{'type': 'Point', 'coordinates': (-79.51127669, 43.69834448)}"
D41,2874543,Shooting,135,Morningside (135),806,2009-02-10T00:00:00,2009,806,"{'type': 'Point', 'coordinates': (-79.20566536000001, 43.78568446)}"
D31,3219115,Shooting,24,Black Creek (24),807,2009-02-22T00:00:00,2009,807,"{'type': 'Point', 'coordinates': (-79.51163274, 43.76604243)}"
D41,3096999,Other,126,Dorset Park (126),826,2009-07-11T00:00:00,2009,808,"{'type': 'Point', 'coordinates': (-79.28590936, 43.77157355)}"
D12,2904889,Shooting,110,Keelesdale-Eglinton West (110),808,2009-02-26T00:00:00,2009,809,"{'type': 'Point', 'coordinates': (-79.47714236, 43.68967013)}"
D41,3082434,Shooting,126,Dorset Park (126),809,2009-02-28T00:00:00,2009,810,"{'type': 'Point', 'coordinates': (-79.27624626, 43.75322647)}"
D31,3180676,Stabbing,24,Black Creek (24),810,2009-03-12T00:00:00,2009,811,"{'type': 'Point', 'coordinates': (-79.52630213, 43.76112761)}"
D41,3159164,Stabbing,124,Kennedy Park (124),811,2009-04-02T00:00:00,2009,812,"{'type': 'Point', 'coordinates': (-79.26204991, 43.72591499)}"
D55,3233433,Stabbing,70,South Riverdale (70),812,2009-04-17T00:00:00,2009,813,"{'type': 'Point', 'coordinates': (-79.33413241, 43.665859450000006)}"
D12,3104776,Shooting,110,Keelesdale-Eglinton West (110),813,2009-04-21T00:00:00,2009,814,"{'type': 'Point', 'coordinates': (-79.47238082, 43.68399832)}"
D12,3185090,Shooting,111,Rockcliffe-Smythe (111),814,2009-04-22T00:00:00,2009,815,"{'type': 'Point', 'coordinates': (-79.49878472, 43.68447757)}"
D11,3103646,Shooting,114,Lambton Baby Point (114),815,2009-05-01T00:00:00,2009,816,"{'type': 'Point', 'coordinates': (-79.50345064, 43.6638912)}"
D14,3201614,Stabbing,84,Little Portugal (84),816,2009-05-05T00:00:00,2009,817,"{'type': 'Point', 'coordinates': (-79.43697295, 43.6499839)}"
D12,3059077,Shooting,111,Rockcliffe-Smythe (111),817,2009-05-11T00:00:00,2009,818,"{'type': 'Point', 'coordinates': (-79.50042135, 43.66800509)}"
D55,3330600,Stabbing,70,South Riverdale (70),818,2009-05-20T00:00:00,2009,819,"{'type': 'Point', 'coordinates': (-79.35088962, 43.65863192)}"
D23,3386271,Stabbing,111,Rockcliffe-Smythe (111),819,2009-05-20T00:00:00,2009,820,"{'type': 'Point', 'coordinates': (-79.4824201, 43.68373474)}"
D12,3250588,Stabbing,6,Kingsview Village-The Westway (6),820,2009-06-15T00:00:00,2009,821,"{'type': 'Point', 'coordinates': (-79.55211794, 43.69579839)}"
D32,3420102,Other,31,Yorkdale-Glen Park (31),821,2009-06-17T00:00:00,2009,822,"{'type': 'Point', 'coordinates': (-79.46758942, 43.71572986)}"
D51,3155134,Stabbing,70,South Riverdale (70),822,2009-06-21T00:00:00,2009,823,"{'type': 'Point', 'coordinates': (-79.35244174000002, 43.64531212)}"
D51,3155134,Stabbing,70,South Riverdale (70),823,2009-06-21T00:00:00,2009,824,"{'type': 'Point', 'coordinates': (-79.35244174000002, 43.64531212)}"
D55,3041325,Other,65,Greenwood-Coxwell (65),824,2009-05-09T00:00:00,2009,825,"{'type': 'Point', 'coordinates': (-79.32014233, 43.66833167000001)}"
D31,3440867,Other,25,Glenfield-Jane Heights (25),825,2009-07-07T00:00:00,2009,826,"{'type': 'Point', 'coordinates': (-79.51070535, 43.7348302)}"
D43,3501395,Shooting,131,Rouge (131),827,2009-07-19T00:00:00,2009,827,"{'type': 'Point', 'coordinates': (-79.12805525, 43.79381376)}"
D42,3139087,Stabbing,118,Tam O'Shanter-Sullivan (118),828,2009-07-20T00:00:00,2009,828,"{'type': 'Point', 'coordinates': (-79.29875075, 43.78370141)}"
D14,3523913,Shooting,79,University (79),829,2009-07-25T00:00:00,2009,829,"{'type': 'Point', 'coordinates': (-79.40743417, 43.66591416)}"
D53,3505649,Shooting,95,Annex (95),830,2009-08-01T00:00:00,2009,830,"{'type': 'Point', 'coordinates': (-79.39539614, 43.67190098)}"
D23,3523721,Shooting,1,West Humber-Clairville (1),831,2009-08-02T00:00:00,2009,831,"{'type': 'Point', 'coordinates': (-79.60633187, 43.75501571)}"
D52,GO-2018104863,Other,55,Thorncliffe Park (55),832,2017-12-31T00:00:00,2017,832,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D53,GO-2018104863,Other,55,Thorncliffe Park (55),833,2016-04-22T00:00:00,2016,833,"{'type': 'Point', 'coordinates': (-79.34134662, 43.70801788000001)}"
D32,GO-201599853,Stabbing,50,Newtonbrook East (50),834,2015-01-17T00:00:00,2015,834,"{'type': 'Point', 'coordinates': (-79.41263324, 43.78133687)}"
D33,GO-20173201016,Other,40,St.Andrew-Windfields (40),835,2017-12-15T00:00:00,2017,835,"{'type': 'Point', 'coordinates': (-79.38214166, 43.75788982)}"
D33,GO-20173201016,Other,40,St.Andrew-Windfields (40),836,2017-12-15T00:00:00,2017,836,"{'type': 'Point', 'coordinates': (-79.38214166, 43.75788982)}"
D32,GO-2015159448,Shooting,31,Yorkdale-Glen Park (31),837,2015-01-27T00:00:00,2015,837,"{'type': 'Point', 'coordinates': (-79.44932805, 43.72085817)}"
D33,GO-2018249547,Shooting,52,Bayview Village (52),838,2018-02-08T00:00:00,2018,838,"{'type': 'Point', 'coordinates': (-79.3873481, 43.78072585)}"
D14,GO-2015179790,Shooting,78,Kensington-Chinatown (78),839,2015-01-31T00:00:00,2015,839,"{'type': 'Point', 'coordinates': (-79.40396219, 43.65177254)}"
D43,GO-2018289167,Shooting,134,Highland Creek (134),840,2018-02-15T00:00:00,2018,840,"{'type': 'Point', 'coordinates': (-79.17240665, 43.78218914)}"
D41,GO-2015205271,Other,120,Clairlea-Birchmount (120),841,2015-02-04T00:00:00,2015,841,"{'type': 'Point', 'coordinates': (-79.26216985, 43.71255433)}"
D13,GO-2018366454,Other,94,Wychwood (94),842,2018-02-26T00:00:00,2018,842,"{'type': 'Point', 'coordinates': (-79.41705063, 43.68010447)}"
D55,GO-2015346652,Shooting,64,Woodbine Corridor (64),843,2015-02-28T00:00:00,2015,843,"{'type': 'Point', 'coordinates': (-79.32085134, 43.68394391)}"
D31,GO-2018393677,Shooting,24,Black Creek (24),844,2018-03-02T00:00:00,2018,844,"{'type': 'Point', 'coordinates': (-79.52036423, 43.76882728)}"
D55,GO-2015346652,Shooting,64,Woodbine Corridor (64),845,2015-02-28T00:00:00,2015,845,"{'type': 'Point', 'coordinates': (-79.32085134, 43.68394391)}"
D33,GO-2018413955,Stabbing,45,Parkwoods-Donalda (45),846,2018-03-06T00:00:00,2018,846,"{'type': 'Point', 'coordinates': (-79.34718858, 43.76175183)}"
D23,GO-2015453427,Shooting,6,Kingsview Village-The Westway (6),847,2015-03-17T00:00:00,2015,847,"{'type': 'Point', 'coordinates': (-79.54863788, 43.70132673)}"
D23,GO-2018444497,Shooting,2,Mount Olive-Silverstone-Jamestown (2),848,2018-03-10T00:00:00,2018,848,"{'type': 'Point', 'coordinates': (-79.58812551, 43.74631642)}"
D23,GO-2015473322,Stabbing,7,Willowridge-Martingrove-Richview (7),849,2015-03-21T00:00:00,2015,849,"{'type': 'Point', 'coordinates': (-79.57037025, 43.67633938)}"
