Division,Event_Unique_Id,Homicide_Type,Hood_ID,Neighbourhood,ObjectId,Occurrence_Date,Occurrence_year,_id,geometry
D23,GO-20141428622,Shooting,8,Humber Heights-Westmount (8),336,2014-01-29T00:00:00,2014,336,"{'type': 'Point', 'coordinates': (-79.5173064, 43.69461525)}"
D43,GO-20141431240,Other,137,Woburn (137),337,2014-01-29T00:00:00,2014,337,"{'type': 'Point', 'coordinates': (-79.22039354, 43.76948182000001)}"
D54,GO-20141381673,Stabbing,54,O'Connor-Parkview (54),338,2014-02-02T00:00:00,2014,338,"{'type': 'Point', 'coordinates': (-79.29943495, 43.702865)}"
D41,GO-20141462653,Other,119,Wexford/Maryvale (119),339,2014-02-03T00:00:00,2014,339,"{'type': 'Point', 'coordinates': (-79.30187284, 43.77080279)}"
D32,GO-20141470629,Shooting,105,Lawrence Park North (105),340,2014-02-04T00:00:00,2014,340,"{'type': 'Point', 'coordinates': (-79.40435542, 43.73366557)}"
D22,GO-20141500533,Shooting,20,Alderwood (20),341,2014-02-09T00:00:00,2014,341,"{'type': 'Point', 'coordinates': (-79.55295951, 43.60886852)}"
D23,GO-20141518863,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),342,2014-02-12T00:00:00,2014,342,"{'type': 'Point', 'coordinates': (-79.58264743, 43.73839195)}"
D54,GO-20141663866,Shooting,44,Flemingdon Park (44),343,2014-03-08T00:00:00,2014,343,"{'type': 'Point', 'coordinates': (-79.33633149, 43.71838158)}"
D22,GO-20141667340,Stabbing,14,Islington-City Centre West (14),344,2014-03-09T00:00:00,2014,344,"{'type': 'Point', 'coordinates': (-79.52020565, 43.63216436)}"
D12,5143282,Shooting,113,Weston (113),345,2013-09-03T00:00:00,2013,345,"{'type': 'Point', 'coordinates': (-79.52828124, 43.70454767)}"
D33,5114771,Stabbing,48,Hillcrest Village (48),346,2013-09-12T00:00:00,2013,346,"{'type': 'Point', 'coordinates': (-79.36727868, 43.8060345)}"
D54,5245469,Stabbing,65,Greenwood-Coxwell (65),347,2013-09-14T00:00:00,2013,347,"{'type': 'Point', 'coordinates': (-79.32359895, 43.68336554)}"
D23,5269597,Shooting,7,Willowridge-Martingrove-Richview (7),348,2013-09-17T00:00:00,2013,348,"{'type': 'Point', 'coordinates': (-79.57037025, 43.67633938)}"
D55,GO-20141668180,Other,65,Greenwood-Coxwell (65),349,2014-03-12T00:00:00,2014,349,"{'type': 'Point', 'coordinates': (-79.33077081, 43.68037372)}"
D43,GO-20141703051,Stabbing,137,Woburn (137),350,2014-03-15T00:00:00,2014,350,"{'type': 'Point', 'coordinates': (-79.22909022, 43.76100951000001)}"
D12,5126688,Stabbing,110,Keelesdale-Eglinton West (110),351,2013-09-20T00:00:00,2013,351,"{'type': 'Point', 'coordinates': (-79.46765674, 43.69171645)}"
D55,GO-20141703847,Stabbing,70,South Riverdale (70),352,2014-03-15T00:00:00,2014,352,"{'type': 'Point', 'coordinates': (-79.35132068, 43.66246707)}"
D55,GO-20141731923,Shooting,62,East End-Danforth (62),353,2014-03-19T00:00:00,2014,353,"{'type': 'Point', 'coordinates': (-79.30917735, 43.68567653)}"
D55,GO-20141731923,Shooting,62,East End-Danforth (62),354,2014-03-19T00:00:00,2014,354,"{'type': 'Point', 'coordinates': (-79.30917735, 43.68567653)}"
D11,GO-20141766614,Shooting,91,Weston-Pellam Park (91),355,2014-03-25T00:00:00,2014,355,"{'type': 'Point', 'coordinates': (-79.45233131, 43.6684862)}"
D51,GO-20141824235,Shooting,71,Cabbagetown-South St.James Town (71),356,2014-04-04T00:00:00,2014,356,"{'type': 'Point', 'coordinates': (-79.36801682000001, 43.66446336)}"
D42,GO-20141880069,Shooting,131,Rouge (131),357,2014-04-12T00:00:00,2014,357,"{'type': 'Point', 'coordinates': (-79.21297793, 43.81909218)}"
D12,5128923,Stabbing,113,Weston (113),358,2013-10-13T00:00:00,2013,358,"{'type': 'Point', 'coordinates': (-79.5194708, 43.70251974)}"
D13,GO-20142003751,Shooting,108,Briar Hill-Belgravia (108),359,2014-05-02T00:00:00,2014,359,"{'type': 'Point', 'coordinates': (-79.4472933, 43.69635948)}"
D55,GO-20142145283,Shooting,65,Greenwood-Coxwell (65),360,2014-05-24T00:00:00,2014,360,"{'type': 'Point', 'coordinates': (-79.32720741, 43.67453551)}"
D42,GO-20142242196,Other,130,Milliken (130),361,2014-06-10T00:00:00,2014,361,"{'type': 'Point', 'coordinates': (-79.28997519, 43.8097374)}"
D51,GO-20142439822,Shooting,73,Moss Park (73),362,2014-07-06T00:00:00,2014,362,"{'type': 'Point', 'coordinates': (-79.3723499, 43.65817021)}"
D32,GO-20142452482,Shooting,31,Yorkdale-Glen Park (31),363,2014-07-08T00:00:00,2014,363,"{'type': 'Point', 'coordinates': (-79.44819077, 43.71911297)}"
D33,GO-20142499434,Other,46,Pleasant View (46),364,2014-07-15T00:00:00,2014,364,"{'type': 'Point', 'coordinates': (-79.32701611, 43.78387388)}"
D22,GO-20142665166,Stabbing,13,Etobicoke West Mall (13),365,2014-08-09T00:00:00,2014,365,"{'type': 'Point', 'coordinates': (-79.57241116, 43.65116281)}"
D12,GO-20142728301,Shooting,111,Rockcliffe-Smythe (111),366,2014-08-18T00:00:00,2014,366,"{'type': 'Point', 'coordinates': (-79.49878472, 43.68447757)}"
D14,GO-20142777149,Shooting,77,Waterfront Communities-The Island (77),367,2014-08-26T00:00:00,2014,367,"{'type': 'Point', 'coordinates': (-79.39444755, 43.64402916)}"
D14,GO-20142804113,Other,80,Palmerston-Little Italy (80),368,2014-08-30T00:00:00,2014,368,"{'type': 'Point', 'coordinates': (-79.42681895, 43.66173647)}"
D51,GO-20141272537,Other,71,Cabbagetown-South St.James Town (71),369,2014-01-03T00:00:00,2014,369,"{'type': 'Point', 'coordinates': (-79.37373773, 43.66729501)}"
D51,GO-20142849540,Other,71,Cabbagetown-South St.James Town (71),370,2014-09-05T00:00:00,2014,370,"{'type': 'Point', 'coordinates': (-79.36952193, 43.66817448)}"
D54,GO-20142870125,Stabbing,62,East End-Danforth (62),371,2014-09-08T00:00:00,2014,371,"{'type': 'Point', 'coordinates': (-79.2967315, 43.68930442)}"
D12,GO-20142870490,Shooting,113,Weston (113),372,2014-09-08T00:00:00,2014,372,"{'type': 'Point', 'coordinates': (-79.50379913, 43.70287945)}"
D32,GO-20142886898,Shooting,40,St.Andrew-Windfields (40),373,2014-09-11T00:00:00,2014,373,"{'type': 'Point', 'coordinates': (-79.39533413, 43.76004617)}"
D22,GO-20142891423,Other,14,Islington-City Centre West (14),374,2014-09-11T00:00:00,2014,374,"{'type': 'Point', 'coordinates': (-79.53031231, 43.64699274)}"
D43,GO-20142905498,Shooting,137,Woburn (137),375,2014-09-14T00:00:00,2014,375,"{'type': 'Point', 'coordinates': (-79.22528368, 43.75982126)}"
D33,GO-20142910832,Other,47,Don Valley Village (47),376,2014-09-14T00:00:00,2014,376,"{'type': 'Point', 'coordinates': (-79.35161538, 43.78764919)}"
D31,GO-20142929457,Shooting,27,York University Heights (27),377,2014-09-17T00:00:00,2014,377,"{'type': 'Point', 'coordinates': (-79.50047966, 43.76224141)}"
D23,GO-20142966747,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),378,2014-09-23T00:00:00,2014,378,"{'type': 'Point', 'coordinates': (-79.58376752, 43.7468156)}"
D54,GO-20142992607,Stabbing,65,Greenwood-Coxwell (65),379,2014-09-27T00:00:00,2014,379,"{'type': 'Point', 'coordinates': (-79.33130898000002, 43.68170912)}"
D43,GO-20143005270,Shooting,139,Scarborough Village (139),380,2014-09-29T00:00:00,2014,380,"{'type': 'Point', 'coordinates': (-79.2205216, 43.74283338)}"
D13,GO-20143017592,Stabbing,107,Oakwood Village (107),381,2014-09-30T00:00:00,2014,381,"{'type': 'Point', 'coordinates': (-79.44496106, 43.69607159)}"
D12,GO-20143045566,Shooting,90,Junction Area (90),382,2014-10-05T00:00:00,2014,382,"{'type': 'Point', 'coordinates': (-79.4740376, 43.678899650000005)}"
D23,GO-20143053009,Shooting,6,Kingsview Village-The Westway (6),383,2014-10-06T00:00:00,2014,383,"{'type': 'Point', 'coordinates': (-79.54666971, 43.70069296)}"
D23,GO-20143053009,Shooting,6,Kingsview Village-The Westway (6),384,2014-10-06T00:00:00,2014,384,"{'type': 'Point', 'coordinates': (-79.54666971, 43.70069296)}"
D51,GO-20143053896,Shooting,72,Regent Park (72),385,2014-10-06T00:00:00,2014,385,"{'type': 'Point', 'coordinates': (-79.36371254000001, 43.657222)}"
D33,GO-20143094406,Other,47,Don Valley Village (47),386,2014-10-13T00:00:00,2014,386,"{'type': 'Point', 'coordinates': (-79.36111205, 43.79073623)}"
D11,GO-20143107536,Other,93,Dovercourt-Wallace Emerson-Junction (93),387,2014-10-15T00:00:00,2014,387,"{'type': 'Point', 'coordinates': (-79.43899694, 43.6684649)}"
D31,GO-20143208371,Shooting,26,Downsview-Roding-CFB (26),388,2014-10-30T00:00:00,2014,388,"{'type': 'Point', 'coordinates': (-79.48595958, 43.74286798)}"
D12,GO-20143252379,Shooting,110,Keelesdale-Eglinton West (110),389,2014-11-06T00:00:00,2014,389,"{'type': 'Point', 'coordinates': (-79.47147598, 43.69097822)}"
D51,5260102,Shooting,73,Moss Park (73),390,2013-09-23T00:00:00,2013,390,"{'type': 'Point', 'coordinates': (-79.36691319, 43.65649967)}"
D12,4934653,Other,111,Rockcliffe-Smythe (111),391,2013-05-24T00:00:00,2013,391,"{'type': 'Point', 'coordinates': (-79.48210041, 43.68063272)}"
D52,5237175,Stabbing,76,Bay Street Corridor (76),392,2013-10-06T00:00:00,2013,392,"{'type': 'Point', 'coordinates': (-79.38461112, 43.65044055)}"
D52,5229819,Other,78,Kensington-Chinatown (78),393,2013-10-20T00:00:00,2013,393,"{'type': 'Point', 'coordinates': (-79.39888675, 43.65513745)}"
D51,GO-20135070453,Other,72,Regent Park (72),394,2013-11-01T00:00:00,2013,394,"{'type': 'Point', 'coordinates': (-79.36371778000002, 43.65992508)}"
D13,GO-2013939200,Other,94,Wychwood (94),395,2013-11-09T00:00:00,2013,395,"{'type': 'Point', 'coordinates': (-79.42234432, 43.67383716)}"
D55,GO-2013943773,Shooting,63,The Beaches (63),396,2013-11-10T00:00:00,2013,396,"{'type': 'Point', 'coordinates': (-79.29798392000001, 43.67888482)}"
D32,GO-20131036741,Stabbing,105,Lawrence Park North (105),397,2013-11-25T00:00:00,2013,397,"{'type': 'Point', 'coordinates': (-79.39523369, 43.73016865)}"
D12,GO-20131225193,Other,23,Pelmo Park-Humberlea (23),398,2013-12-26T00:00:00,2013,398,"{'type': 'Point', 'coordinates': (-79.51006322, 43.71151049)}"
D42,GO-20131231259,Other,130,Milliken (130),399,2013-12-27T00:00:00,2013,399,"{'type': 'Point', 'coordinates': (-79.27214942, 43.82427242)}"
D32,4832295,Other,33,Clanton Park (33),400,2013-07-04T00:00:00,2013,400,"{'type': 'Point', 'coordinates': (-79.45017637, 43.75306779)}"
D31,3795155,Other,26,Downsview-Roding-CFB (26),401,2010-05-29T00:00:00,2010,401,"{'type': 'Point', 'coordinates': (-79.51318036, 43.73938991)}"
D43,2520381,Shooting,138,Eglinton East (138),402,2008-02-01T00:00:00,2008,402,"{'type': 'Point', 'coordinates': (-79.24468, 43.74478793)}"
D52,1787320,Shooting,77,Waterfront Communities-The Island (77),403,2006-10-27T00:00:00,2006,403,"{'type': 'Point', 'coordinates': (-79.38658151, 43.64863773)}"
D11,4212793,Shooting,83,Dufferin Grove (83),404,2012-01-27T00:00:00,2012,404,"{'type': 'Point', 'coordinates': (-79.43726099, 43.65427761)}"
D32,4085703,Shooting,38,Lansing-Westgate (38),405,2012-02-20T00:00:00,2012,405,"{'type': 'Point', 'coordinates': (-79.42538364, 43.75746765)}"
D32,4085703,Shooting,38,Lansing-Westgate (38),406,2012-02-20T00:00:00,2012,406,"{'type': 'Point', 'coordinates': (-79.42538364, 43.75746765)}"
D42,4370907,Other,117,L'Amoreaux (117),407,2012-02-29T00:00:00,2012,407,"{'type': 'Point', 'coordinates': (-79.31518751, 43.78449038)}"
D32,4334336,Other,51,Willowdale East (51),408,2012-03-11T00:00:00,2012,408,"{'type': 'Point', 'coordinates': (-79.40930391, 43.766251)}"
D13,3844704,Stabbing,96,Casa Loma (96),409,2010-06-12T00:00:00,2010,409,"{'type': 'Point', 'coordinates': (-79.41581728, 43.68004828)}"
D22,4445252,Stabbing,15,Kingsway South (15),410,2012-03-23T00:00:00,2012,410,"{'type': 'Point', 'coordinates': (-79.51960669, 43.64940381)}"
D14,3662181,Other,93,Dovercourt-Wallace Emerson-Junction (93),411,2010-05-08T00:00:00,2010,411,"{'type': 'Point', 'coordinates': (-79.44340776, 43.66537166)}"
D11,3568162,Stabbing,87,High Park-Swansea (87),412,2010-05-29T00:00:00,2010,412,"{'type': 'Point', 'coordinates': (-79.47334347000002, 43.64042595)}"
D22,3711024,Other,18,New Toronto (18),413,2010-06-12T00:00:00,2010,413,"{'type': 'Point', 'coordinates': (-79.51181147, 43.59932753)}"
D23,3786264,Stabbing,7,Willowridge-Martingrove-Richview (7),414,2010-06-29T00:00:00,2010,414,"{'type': 'Point', 'coordinates': (-79.55861018, 43.69425151)}"
D12,3773164,Stabbing,111,Rockcliffe-Smythe (111),415,2010-06-30T00:00:00,2010,415,"{'type': 'Point', 'coordinates': (-79.50590482, 43.67610518)}"
D31,3776066,Shooting,26,Downsview-Roding-CFB (26),416,2010-07-02T00:00:00,2010,416,"{'type': 'Point', 'coordinates': (-79.48641178000001, 43.74477798000001)}"
D53,3771858,Stabbing,95,Annex (95),417,2010-07-02T00:00:00,2010,417,"{'type': 'Point', 'coordinates': (-79.40198145, 43.66838899)}"
D12,3755673,Shooting,111,Rockcliffe-Smythe (111),418,2012-04-12T00:00:00,2012,418,"{'type': 'Point', 'coordinates': (-79.48759009, 43.6727608)}"
D41,4428014,Stabbing,43,Victoria Village (43),419,2012-04-15T00:00:00,2012,419,"{'type': 'Point', 'coordinates': (-79.3058515, 43.73255097)}"
D11,4376058,Other,88,High Park North (88),420,2012-04-16T00:00:00,2012,420,"{'type': 'Point', 'coordinates': (-79.46520964, 43.65754485)}"
D32,4449577,Shooting,32,Englemount-Lawrence (32),421,2012-05-04T00:00:00,2012,421,"{'type': 'Point', 'coordinates': (-79.44182392, 43.72260982)}"
D53,4346812,Shooting,100,Yonge-Eglinton (100),422,2012-05-09T00:00:00,2012,422,"{'type': 'Point', 'coordinates': (-79.40328115, 43.69792797)}"
D41,4449281,Other,121,Oakridge (121),423,2012-05-07T00:00:00,2012,423,"{'type': 'Point', 'coordinates': (-79.27947672, 43.70321772)}"
D11,4445741,Shooting,114,Lambton Baby Point (114),424,2012-05-10T00:00:00,2012,424,"{'type': 'Point', 'coordinates': (-79.50146561, 43.66488611)}"
D51,3363455,Other,73,Moss Park (73),425,2012-05-14T00:00:00,2012,425,"{'type': 'Point', 'coordinates': (-79.37065383, 43.65073186)}"
D43,4438492,Shooting,133,Centennial Scarborough (133),426,2012-05-31T00:00:00,2012,426,"{'type': 'Point', 'coordinates': (-79.15522453, 43.78649029)}"
D52,4533105,Shooting,76,Bay Street Corridor (76),427,2012-06-02T00:00:00,2012,427,"{'type': 'Point', 'coordinates': (-79.37993395, 43.65406269)}"
D52,4533105,Shooting,76,Bay Street Corridor (76),428,2012-06-02T00:00:00,2012,428,"{'type': 'Point', 'coordinates': (-79.37993395, 43.65406269)}"
D14,4386217,Shooting,81,Trinity-Bellwoods (81),429,2012-06-18T00:00:00,2012,429,"{'type': 'Point', 'coordinates': (-79.41828872, 43.65524586000001)}"
D41,4503011,Shooting,126,Dorset Park (126),430,2012-06-22T00:00:00,2012,430,"{'type': 'Point', 'coordinates': (-79.2822164, 43.76942091)}"
D32,4556249,Shooting,51,Willowdale East (51),431,2012-06-23T00:00:00,2012,431,"{'type': 'Point', 'coordinates': (-79.40653241, 43.75650092)}"
D22,4578181,Shooting,14,Islington-City Centre West (14),432,2012-07-05T00:00:00,2012,432,"{'type': 'Point', 'coordinates': (-79.55831365, 43.6490683)}"
D43,4544154,Shooting,136,West Hill (136),433,2012-07-16T00:00:00,2012,433,"{'type': 'Point', 'coordinates': (-79.18484133, 43.7648656)}"
D43,4544154,Shooting,136,West Hill (136),434,2012-07-16T00:00:00,2012,434,"{'type': 'Point', 'coordinates': (-79.18484133, 43.7648656)}"
D12,4466647,Shooting,111,Rockcliffe-Smythe (111),435,2012-07-17T00:00:00,2012,435,"{'type': 'Point', 'coordinates': (-79.50418014, 43.68438299)}"
D32,4427513,Shooting,32,Englemount-Lawrence (32),436,2012-07-19T00:00:00,2012,436,"{'type': 'Point', 'coordinates': (-79.44386942, 43.71948624)}"
D42,4528375,Other,127,Bendale (127),437,2012-07-22T00:00:00,2012,437,"{'type': 'Point', 'coordinates': (-79.25493856, 43.78122141000001)}"
D31,4622186,Shooting,24,Black Creek (24),438,2012-08-01T00:00:00,2012,438,"{'type': 'Point', 'coordinates': (-79.51472666, 43.76721178)}"
D42,4531897,Other,132,Malvern (132),439,2012-08-07T00:00:00,2012,439,"{'type': 'Point', 'coordinates': (-79.21555349, 43.80779799)}"
D55,4613436,Other,120,Clairlea-Birchmount (120),440,2012-08-24T00:00:00,2012,440,"{'type': 'Point', 'coordinates': (-79.28272435, 43.72794544)}"
D42,4528016,Shooting,132,Malvern (132),441,2012-09-08T00:00:00,2012,441,"{'type': 'Point', 'coordinates': (-79.20611667, 43.80925039)}"
D55,4563307,Shooting,63,The Beaches (63),442,2012-09-08T00:00:00,2012,442,"{'type': 'Point', 'coordinates': (-79.29798392000001, 43.67888482)}"
D23,4453311,Shooting,25,Glenfield-Jane Heights (25),443,2012-09-16T00:00:00,2012,443,"{'type': 'Point', 'coordinates': (-79.51508777, 43.74709495)}"
D13,4520488,Other,108,Briar Hill-Belgravia (108),444,2012-09-15T00:00:00,2012,444,"{'type': 'Point', 'coordinates': (-79.44106893, 43.7022538)}"
D23,4589405,Shooting,2,Mount Olive-Silverstone-Jamestown (2),445,2012-09-18T00:00:00,2012,445,"{'type': 'Point', 'coordinates': (-79.5825711, 43.73397143)}"
D23,4589405,Shooting,2,Mount Olive-Silverstone-Jamestown (2),446,2012-09-18T00:00:00,2012,446,"{'type': 'Point', 'coordinates': (-79.5825711, 43.73397143)}"
D31,4663461,Shooting,24,Black Creek (24),447,2012-10-11T00:00:00,2012,447,"{'type': 'Point', 'coordinates': (-79.51542321, 43.75786892)}"
D43,4615172,Other,137,Woburn (137),448,2012-10-17T00:00:00,2012,448,"{'type': 'Point', 'coordinates': (-79.23912234, 43.77343652)}"
D51,4477212,Stabbing,71,Cabbagetown-South St.James Town (71),449,2012-10-23T00:00:00,2012,449,"{'type': 'Point', 'coordinates': (-79.37085094, 43.66451729)}"
D43,4703830,Shooting,135,Morningside (135),450,2012-10-28T00:00:00,2012,450,"{'type': 'Point', 'coordinates': (-79.21351783, 43.78588681)}"
D32,4697103,Shooting,31,Yorkdale-Glen Park (31),451,2012-10-29T00:00:00,2012,451,"{'type': 'Point', 'coordinates': (-79.44932805, 43.72085817)}"
D14,4613667,Stabbing,85,South Parkdale (85),452,2012-10-29T00:00:00,2012,452,"{'type': 'Point', 'coordinates': (-79.43723509, 43.63692597)}"
D12,4754900,Shooting,115,Mount Dennis (115),453,2012-10-30T00:00:00,2012,453,"{'type': 'Point', 'coordinates': (-79.49310368, 43.68830601)}"
D14,4695122,Shooting,78,Kensington-Chinatown (78),454,2012-11-11T00:00:00,2012,454,"{'type': 'Point', 'coordinates': (-79.40648042, 43.65672138)}"
D23,4664511,Other,2,Mount Olive-Silverstone-Jamestown (2),455,2012-11-12T00:00:00,2012,455,"{'type': 'Point', 'coordinates': (-79.58100996, 43.73634981)}"
D55,4559977,Other,64,Woodbine Corridor (64),456,2012-11-14T00:00:00,2012,456,"{'type': 'Point', 'coordinates': (-79.31426251, 43.67968199)}"
D54,4545660,Stabbing,42,Banbury-Don Mills (42),457,2012-11-17T00:00:00,2012,457,"{'type': 'Point', 'coordinates': (-79.32752394, 43.72664463)}"
D31,4672379,Shooting,26,Downsview-Roding-CFB (26),458,2012-12-02T00:00:00,2012,458,"{'type': 'Point', 'coordinates': (-79.48368863, 43.73358135)}"
D53,4471737,Other,67,Playter Estates-Danforth (67),459,2012-07-02T00:00:00,2012,459,"{'type': 'Point', 'coordinates': (-79.35838259, 43.67841608)}"
D51,4844185,Stabbing,71,Cabbagetown-South St.James Town (71),460,2012-12-20T00:00:00,2012,460,"{'type': 'Point', 'coordinates': (-79.37373773, 43.66729501)}"
D22,1799882,Other,12,Markland Wood (12),461,2012-07-03T00:00:00,2012,461,"{'type': 'Point', 'coordinates': (-79.58272088, 43.63326753)}"
D22,1799887,Shooting,12,Markland Wood (12),462,2012-11-29T00:00:00,2012,462,"{'type': 'Point', 'coordinates': (-79.58272088, 43.63326753)}"
D41,3757791,Shooting,126,Dorset Park (126),463,2010-07-06T00:00:00,2010,463,"{'type': 'Point', 'coordinates': (-79.2666245, 43.7558986)}"
D52,3360930,Shooting,78,Kensington-Chinatown (78),464,2010-07-10T00:00:00,2010,464,"{'type': 'Point', 'coordinates': (-79.39775289, 43.65225944)}"
D41,3831826,Stabbing,127,Bendale (127),465,2010-07-14T00:00:00,2010,465,"{'type': 'Point', 'coordinates': (-79.24671822, 43.75526214)}"
D54,3587228,Shooting,44,Flemingdon Park (44),466,2010-07-13T00:00:00,2010,466,"{'type': 'Point', 'coordinates': (-79.32961375, 43.71531155000001)}"
D42,3686077,Shooting,128,Agincourt South-Malvern West (128),467,2010-07-16T00:00:00,2010,467,"{'type': 'Point', 'coordinates': (-79.25908224, 43.78740907)}"
D31,3520868,Shooting,25,Glenfield-Jane Heights (25),468,2010-07-30T00:00:00,2010,468,"{'type': 'Point', 'coordinates': (-79.50684467, 43.74032482)}"
D23,3804848,Shooting,1,West Humber-Clairville (1),469,2010-07-30T00:00:00,2010,469,"{'type': 'Point', 'coordinates': (-79.61177392, 43.73168881)}"
D54,3883110,Stabbing,44,Flemingdon Park (44),470,2010-07-31T00:00:00,2010,470,"{'type': 'Point', 'coordinates': (-79.33491684000002, 43.71873068)}"
D22,3436989,Shooting,14,Islington-City Centre West (14),471,2010-08-14T00:00:00,2010,471,"{'type': 'Point', 'coordinates': (-79.5307612, 43.64465526)}"
D51,3577793,Shooting,74,North St.James Town (74),472,2010-08-14T00:00:00,2010,472,"{'type': 'Point', 'coordinates': (-79.37575001, 43.6696557)}"
D32,3773675,Shooting,32,Englemount-Lawrence (32),473,2010-08-24T00:00:00,2010,473,"{'type': 'Point', 'coordinates': (-79.43961988, 43.7242877)}"
D14,3412926,Stabbing,83,Dufferin Grove (83),474,2010-08-27T00:00:00,2010,474,"{'type': 'Point', 'coordinates': (-79.4401546, 43.65143188)}"
D43,3528531,Shooting,137,Woburn (137),475,2010-09-10T00:00:00,2010,475,"{'type': 'Point', 'coordinates': (-79.23198064, 43.75931509000001)}"
D31,3836758,Shooting,24,Black Creek (24),476,2010-09-12T00:00:00,2010,476,"{'type': 'Point', 'coordinates': (-79.5187813, 43.76191810000001)}"
D23,3905801,Stabbing,8,Humber Heights-Westmount (8),477,2010-09-25T00:00:00,2010,477,"{'type': 'Point', 'coordinates': (-79.51310887, 43.6868507)}"
D51,3793509,Other,90,Junction Area (90),478,2010-08-29T00:00:00,2010,478,"{'type': 'Point', 'coordinates': (-79.47353874000001, 43.66633533)}"
D12,3708472,Shooting,113,Weston (113),479,2010-09-29T00:00:00,2010,479,"{'type': 'Point', 'coordinates': (-79.51127669, 43.69834448)}"
D12,3708472,Shooting,113,Weston (113),480,2010-09-29T00:00:00,2010,480,"{'type': 'Point', 'coordinates': (-79.51127669, 43.69834448)}"
D14,3834477,Shooting,85,South Parkdale (85),481,2010-10-04T00:00:00,2010,481,"{'type': 'Point', 'coordinates': (-79.43328064, 43.63375092)}"
D41,2896399,Other,43,Victoria Village (43),482,2010-07-09T00:00:00,2010,482,"{'type': 'Point', 'coordinates': (-79.30842382, 43.73879902)}"
D31,3633942,Shooting,24,Black Creek (24),483,2010-10-04T00:00:00,2010,483,"{'type': 'Point', 'coordinates': (-79.51542321, 43.75786892)}"
D51,3561941,Shooting,72,Regent Park (72),484,2010-10-09T00:00:00,2010,484,"{'type': 'Point', 'coordinates': (-79.35903709, 43.660341980000005)}"
D51,3561941,Shooting,72,Regent Park (72),485,2010-10-09T00:00:00,2010,485,"{'type': 'Point', 'coordinates': (-79.35903709, 43.660341980000005)}"
D41,3520082,Shooting,121,Oakridge (121),486,2010-10-17T00:00:00,2010,486,"{'type': 'Point', 'coordinates': (-79.27695418, 43.702395720000005)}"
D51,3772354,Shooting,72,Regent Park (72),487,2010-10-25T00:00:00,2010,487,"{'type': 'Point', 'coordinates': (-79.36198608, 43.65760269)}"
D55,3355708,Stabbing,70,South Riverdale (70),488,2010-10-27T00:00:00,2010,488,"{'type': 'Point', 'coordinates': (-79.35371098, 43.66367584)}"
D32,3911901,Shooting,37,Willowdale West (37),489,2010-11-17T00:00:00,2010,489,"{'type': 'Point', 'coordinates': (-79.41453732, 43.77170402)}"
D33,3929126,Shooting,47,Don Valley Village (47),490,2010-11-20T00:00:00,2010,490,"{'type': 'Point', 'coordinates': (-79.35298795, 43.78734504)}"
D31,3988019,Shooting,25,Glenfield-Jane Heights (25),491,2010-11-22T00:00:00,2010,491,"{'type': 'Point', 'coordinates': (-79.50336044, 43.74107688)}"
D43,3904746,Shooting,137,Woburn (137),492,2010-11-24T00:00:00,2010,492,"{'type': 'Point', 'coordinates': (-79.22909022, 43.76100951000001)}"
D52,3845292,Other,77,Waterfront Communities-The Island (77),493,2010-11-27T00:00:00,2010,493,"{'type': 'Point', 'coordinates': (-79.39175463, 43.64474761000001)}"
D51,3878370,Shooting,72,Regent Park (72),494,2010-11-29T00:00:00,2010,494,"{'type': 'Point', 'coordinates': (-79.35812204, 43.66119775)}"
D55,4003542,Other,62,East End-Danforth (62),495,2010-12-02T00:00:00,2010,495,"{'type': 'Point', 'coordinates': (-79.30011602, 43.68394954)}"
D12,4016091,Shooting,111,Rockcliffe-Smythe (111),496,2010-12-25T00:00:00,2010,496,"{'type': 'Point', 'coordinates': (-79.48835408, 43.67138165)}"
D51,3561930,Other,71,Cabbagetown-South St.James Town (71),497,2010-08-08T00:00:00,2010,497,"{'type': 'Point', 'coordinates': (-79.36859203, 43.66587501)}"
D12,3912797,Other,30,Brookhaven-Amesbury (30),498,2010-09-12T00:00:00,2010,498,"{'type': 'Point', 'coordinates': (-79.49012495, 43.69643015)}"
D43,3801763,Other,137,Woburn (137),499,2010-05-25T00:00:00,2010,499,"{'type': 'Point', 'coordinates': (-79.20674685, 43.76679837)}"
D31,4821260,Stabbing,27,York University Heights (27),500,2013-01-01T00:00:00,2013,500,"{'type': 'Point', 'coordinates': (-79.49460855, 43.77771807)}"
D51,4842775,Shooting,72,Regent Park (72),501,2013-01-18T00:00:00,2013,501,"{'type': 'Point', 'coordinates': (-79.35903709, 43.660341980000005)}"
D23,4724330,Other,7,Willowridge-Martingrove-Richview (7),502,2013-01-19T00:00:00,2013,502,"{'type': 'Point', 'coordinates': (-79.56839514, 43.67571392)}"
D52,1148137,Shooting,76,Bay Street Corridor (76),503,2005-07-31T00:00:00,2005,503,"{'type': 'Point', 'coordinates': (-79.38154682, 43.65790792)}"
D23,1041793,Shooting,2,Mount Olive-Silverstone-Jamestown (2),504,2005-08-03T00:00:00,2005,504,"{'type': 'Point', 'coordinates': (-79.5825711, 43.73397143)}"
D42,2428060,Shooting,132,Malvern (132),505,2008-02-17T00:00:00,2008,505,"{'type': 'Point', 'coordinates': (-79.23051942, 43.81357662)}"
